Ráðuneyti,Rasto,Stofnun,Gjöld - sértekjur
08  Velferðarráðuneyti,08751,Heilbrigðisstofnunin Sauðárkróki,419529396
08  Velferðarráðuneyti,08756,Heilbrigðisstofnunin Fjallabyggð,216347134
08  Velferðarráðuneyti,08761,Heilbrigðisstofnun Þingeyinga,433326633
08  Velferðarráðuneyti,08777,Heilbrigðisstofnun Austurlands,1063852281
08  Velferðarráðuneyti,08779,Heilbrigðisstofnun Suð-Austurlands,96150000
08  Velferðarráðuneyti,08781,Heilbrigðisstofnunin Vestmannaeyjum,339979948
08  Velferðarráðuneyti,08787,Heilbrigðisstofnun Suðurlands,1099059897
08  Velferðarráðuneyti,08791,Heilbrigðisstofnun Suðurnesja,910895857
08  Velferðarráðuneyti,08801,Greiningar- og ráðgjafarstöð ríkisins,197752288
08  Velferðarráðuneyti,08805,Þjónustu- og þekkingarmiðstöð fyrir blinda og sjónskerta,157493265
08  Velferðarráðuneyti,08807,Heyrnar- og talmeinastöð Íslands,97409417
08  Velferðarráðuneyti,08809,Málefni fatlaðra,173190138
08  Velferðarráðuneyti,08819,Málefni fatlaðra,0
08  Velferðarráðuneyti,08821,Barnaverndarstofa,524989520
08  Velferðarráðuneyti,08841,Vinnumálastofnun,99135412
08  Velferðarráðuneyti,08842,Vinnumál,93934466
08  Velferðarráðuneyti,08851,Atvinnuleysistryggingasjóður,11564094666
08  Velferðarráðuneyti,08852,Tryggingasjóður sjálfstætt starfandi einstaklinga,17615360
08  Velferðarráðuneyti,08853,Ábyrgðasjóður launa,684958048
08  Velferðarráðuneyti,08854,Fæðingarorlof,3706153189
08  Velferðarráðuneyti,08855,Foreldrar langveikra eða alvarlega fatlaðra barna,50141534
08  Velferðarráðuneyti,08856,Starfsendurhæfing,236750100
08  Velferðarráðuneyti,08861,Leiguíbúðir,0
09  Fjármálaráðuneyti,09101,"Fjármálaráðuneyti, aðalskrifstofa",351629793
09  Fjármálaráðuneyti,09103,Fjársýsla ríkisins,742401309
09  Fjármálaráðuneyti,09199,Ráðstöfunarfé,0
09  Fjármálaráðuneyti,09210,Ríkisskattstjóri,1224781328
09  Fjármálaráðuneyti,09212,"Skatta- og tollamál, ýmis útgjöld",7607457
09  Fjármálaráðuneyti,09214,Yfirskattanefnd,64581495
09  Fjármálaráðuneyti,09215,Skattrannsóknarstjóri ríkisins,144751034
09  Fjármálaráðuneyti,09250,Innheimtukostnaður,265887182
09  Fjármálaráðuneyti,09262,Tollstjórinn,1092860312
09  Fjármálaráðuneyti,09381,"Lífeyrisskuldbindingar, eftirlaun",4728998823
09  Fjármálaráðuneyti,09721,Fjármagnstekjuskattur,1520004120
09  Fjármálaráðuneyti,09811,Barnabætur,3776716888
09  Fjármálaráðuneyti,09821,Vaxtabætur,2889162188
09  Fjármálaráðuneyti,09831,Uppbætur á eftirlaun lífeyrisþega,-32688
09  Fjármálaráðuneyti,09901,Framkvæmdasýsla ríkisins,-8776843
09  Fjármálaráðuneyti,09905,Ríkiskaup,-904636
09  Fjármálaráðuneyti,09971,Ríkisábyrgðir,57391225
09  Fjármálaráðuneyti,09973,Tapaðar kröfur og tjónabætur,-121371
09  Fjármálaráðuneyti,09976,Lánaumsýsla ríkissjóðs,51734226
09  Fjármálaráðuneyti,09977,Bankasýsla ríkisins,47843702
09  Fjármálaráðuneyti,09980,Rekstrarfélag Stjórnarráðsins,96561902
09  Fjármálaráðuneyti,09981,Ýmsar fasteignir ríkissjóðs,82896309
09  Fjármálaráðuneyti,09984,Fasteignir ríkissjóðs,271820727
09  Fjármálaráðuneyti,09985,Fyrrum varnarsvæði við Keflavíkurflugvöll,400000000
09  Fjármálaráðuneyti,09991,Aðflutningsgjöld af útflutningi notaðra ökutækja,3811451
09  Fjármálaráðuneyti,09994,Virðisaukaskattur ríkisstofnana af tölvuvinnslu,75177098
09  Fjármálaráðuneyti,09999,Ýmislegt,716222018
11  Iðnaðarráðuneyti,11101,"Iðnaðarráðuneyti, aðalskrifstofa",103509835
11  Iðnaðarráðuneyti,11199,Ráðstöfunarfé,0
11  Iðnaðarráðuneyti,11205,Nýsköpunarmiðstöð Íslands,283715033
11  Iðnaðarráðuneyti,11240,Iðnaðarrannsóknir og stóriðja,3380922
11  Iðnaðarráðuneyti,11242,Tækniþróunarsjóður,412683000
11  Iðnaðarráðuneyti,11251,Endurgreiðslur vegna kvikmyndagerðar á Íslandi,392378576
11  Iðnaðarráðuneyti,11299,"Iðja og iðnaður, framlög",188951207
11  Iðnaðarráðuneyti,11301,Orkustofnun,185123829
11  Iðnaðarráðuneyti,11371,Orkusjóður,15600000
11  Iðnaðarráðuneyti,11373,Niðurgreiðslur á húshitun,544098938
11  Iðnaðarráðuneyti,11375,Jöfnun kostnaðar við dreifingu raforku,119241443
11  Iðnaðarráðuneyti,11399,Ýmis orkumál,7193557
11  Iðnaðarráðuneyti,11401,Byggðaáætlun,73029225
11  Iðnaðarráðuneyti,11411,Byggðastofnun,154350000
11  Iðnaðarráðuneyti,11501,Ferðamálastofa,199660971
11  Iðnaðarráðuneyti,11511,Framkvæmdasjóður ferðamannastaða,34500000
11  Iðnaðarráðuneyti,11599,Ýmis ferðamál,188117293
12  Efnahags- og viðskiptaráðuneyti,12101,"Efnahags- og viðskiptaráðuneyti, aðalskrifstofa",150781868
12  Efnahags- og viðskiptaráðuneyti,12190,Ýmis verkefni,88595331
12  Efnahags- og viðskiptaráðuneyti,12199,Ráðstöfunarfé,0
12  Efnahags- og viðskiptaráðuneyti,12402,Fjármálaeftirlitið,820482487
12  Efnahags- og viðskiptaráðuneyti,12411,Samkeppniseftirlitið,163593530
12  Efnahags- og viðskiptaráðuneyti,12431,Einkaleyfastofan,103314774
12  Efnahags- og viðskiptaráðuneyti,12501,Hagstofa Íslands,449704914
12  Efnahags- og viðskiptaráðuneyti,12811,Flutningssjóður olíuvara,215002000
14  Umhverfisráðuneyti,14101,"Umhverfisráðuneyti, aðalskrifstofa",174771553
14  Umhverfisráðuneyti,14190,Ýmis verkefni,165144174
14  Umhverfisráðuneyti,14199,Ráðstöfunarfé,0
14  Umhverfisráðuneyti,14202,Náttúrurannsóknastöðin við Mývatn,12020362
14  Umhverfisráðuneyti,14211,Umhverfisstofnun,449638998
14  Umhverfisráðuneyti,14212,Vatnajökulsþjóðgarður,189937699
14  Umhverfisráðuneyti,14231,Landgræðsla ríkisins,359200512
14  Umhverfisráðuneyti,14241,Skógrækt ríkisins,125548306
14  Umhverfisráðuneyti,14243,Hekluskógar,15491446
14  Umhverfisráðuneyti,14287,Úrvinnslusjóður,302137730
14  Umhverfisráðuneyti,14289,Endurvinnslan hf.,760364098
14  Umhverfisráðuneyti,14301,Skipulagsstofnun,104636359
14  Umhverfisráðuneyti,14303,Skipulagsmál sveitarfélaga,8474000
14  Umhverfisráðuneyti,14310,Landmælingar Íslands,130684458
14  Umhverfisráðuneyti,14320,Mannvirkjastofnun,188814494
14  Umhverfisráðuneyti,14381,Ofanflóðasjóður,450180689
14  Umhverfisráðuneyti,14401,Náttúrufræðistofnun Íslands,285153693
14  Umhverfisráðuneyti,14403,Náttúrustofur,61040000
14  Umhverfisráðuneyti,14407,Stofnun Vilhjálms Stefánssonar,5784646
14  Umhverfisráðuneyti,14412,Veðurstofa Íslands,468132439
19  Fjármagnskostnaður,19801,Vaxtagjöld ríkissjóðs,45424706867
