Ráðuneyti,Rasto,Stofnun,Gjöld - sértekjur
08  Velferðarráðuneyti,08721,Heilbrigðisstofnunin Patreksfirði,67904254
08  Velferðarráðuneyti,08726,Heilbrigðisstofnun Vestfjarða,255482175
08  Velferðarráðuneyti,08745,Heilbrigðisstofnunin Blönduósi,95465997
08  Velferðarráðuneyti,08751,Heilbrigðisstofnunin Sauðárkróki,197775477
08  Velferðarráðuneyti,08756,Heilbrigðisstofnunin Fjallabyggð,102208547
08  Velferðarráðuneyti,08761,Heilbrigðisstofnun Þingeyinga,206747474
08  Velferðarráðuneyti,08777,Heilbrigðisstofnun Austurlands,501041464
08  Velferðarráðuneyti,08779,Heilbrigðisstofnun Suð-Austurlands,45364600
08  Velferðarráðuneyti,08781,Heilbrigðisstofnunin Vestmannaeyjum,155480064
08  Velferðarráðuneyti,08787,Heilbrigðisstofnun Suðurlands,510485531
08  Velferðarráðuneyti,08791,Heilbrigðisstofnun Suðurnesja,440352103
08  Velferðarráðuneyti,08801,Greiningar- og ráðgjafarstöð ríkisins,94745832
08  Velferðarráðuneyti,08805,Þjónustu- og þekkingarmiðstöð fyrir blinda og sjónskerta,73655752
08  Velferðarráðuneyti,08807,Heyrnar- og talmeinastöð Íslands,44842438
08  Velferðarráðuneyti,08809,Málefni fatlaðra,90920363
08  Velferðarráðuneyti,08821,Barnaverndarstofa,250323950
08  Velferðarráðuneyti,08841,Vinnumálastofnun,57298547
08  Velferðarráðuneyti,08842,Vinnumál,40874930
08  Velferðarráðuneyti,08851,Atvinnuleysistryggingasjóður,6092428138
08  Velferðarráðuneyti,08852,Tryggingasjóður sjálfstætt starfandi einstaklinga,11107960
08  Velferðarráðuneyti,08853,Ábyrgðasjóður launa,369654700
08  Velferðarráðuneyti,08854,Fæðingarorlof,1834157800
08  Velferðarráðuneyti,08855,Foreldrar langveikra eða alvarlega fatlaðra barna,26448527
08  Velferðarráðuneyti,08856,Starfsendurhæfing,119978466
08  Velferðarráðuneyti,08861,Leiguíbúðir,0
09  Fjármálaráðuneyti,09101,"Fjármálaráðuneyti, aðalskrifstofa",171397854
09  Fjármálaráðuneyti,09103,Fjársýsla ríkisins,310221822
09  Fjármálaráðuneyti,09199,Ráðstöfunarfé,0
09  Fjármálaráðuneyti,09210,Ríkisskattstjóri,625429070
09  Fjármálaráðuneyti,09212,"Skatta- og tollamál, ýmis útgjöld",957042
09  Fjármálaráðuneyti,09214,Yfirskattanefnd,30769208
09  Fjármálaráðuneyti,09215,Skattrannsóknarstjóri ríkisins,68592176
09  Fjármálaráðuneyti,09250,Innheimtukostnaður,114559887
09  Fjármálaráðuneyti,09262,Tollstjórinn,487027989
09  Fjármálaráðuneyti,09381,"Lífeyrisskuldbindingar, eftirlaun",2230449216
09  Fjármálaráðuneyti,09711,Afskriftir skattkrafna,0
09  Fjármálaráðuneyti,09721,Fjármagnstekjuskattur,277770563
09  Fjármálaráðuneyti,09811,Barnabætur,1898721563
09  Fjármálaráðuneyti,09821,Vaxtabætur,147508761
09  Fjármálaráðuneyti,09831,Uppbætur á eftirlaun lífeyrisþega,-23901
09  Fjármálaráðuneyti,09901,Framkvæmdasýsla ríkisins,-37597819
09  Fjármálaráðuneyti,09905,Ríkiskaup,5221630
09  Fjármálaráðuneyti,09971,Ríkisábyrgðir,0
09  Fjármálaráðuneyti,09973,Tapaðar kröfur og tjónabætur,0
09  Fjármálaráðuneyti,09976,Lánaumsýsla ríkissjóðs,25867113
09  Fjármálaráðuneyti,09977,Bankasýsla ríkisins,29038252
09  Fjármálaráðuneyti,09980,Rekstrarfélag stjórnarráðsbygginga við Arnarhól,37597167
09  Fjármálaráðuneyti,09981,Ýmsar fasteignir ríkissjóðs,57448524
09  Fjármálaráðuneyti,09984,Fasteignir ríkissjóðs,-64447915
09  Fjármálaráðuneyti,09985,Fyrrum varnarsvæði við Keflavíkurflugvöll,200000000
09  Fjármálaráðuneyti,09989,Ófyrirséð útgjöld,0
09  Fjármálaráðuneyti,09990,Ríkisstjórnarákvarðanir,0
09  Fjármálaráðuneyti,09991,Aðflutningsgjöld af útflutningi notaðra ökutækja,3811451
09  Fjármálaráðuneyti,09994,Virðisaukaskattur ríkisstofnana af tölvuvinnslu,29360026
09  Fjármálaráðuneyti,09999,Ýmislegt,488628698
11  Iðnaðarráðuneyti,11101,"Iðnaðarráðuneyti, aðalskrifstofa",47748238
11  Iðnaðarráðuneyti,11199,Ráðstöfunarfé,0
11  Iðnaðarráðuneyti,11205,Nýsköpunarmiðstöð Íslands,124084234
11  Iðnaðarráðuneyti,11240,Iðnaðarrannsóknir og stóriðja,3134498
11  Iðnaðarráðuneyti,11242,Tækniþróunarsjóður,186435000
11  Iðnaðarráðuneyti,11251,Endurgreiðslur vegna kvikmyndagerðar á Íslandi,243861221
11  Iðnaðarráðuneyti,11299,"Iðja og iðnaður, framlög",66879325
11  Iðnaðarráðuneyti,11301,Orkustofnun,103241322
11  Iðnaðarráðuneyti,11371,Orkusjóður,7800000
11  Iðnaðarráðuneyti,11373,Niðurgreiðslur á húshitun,210254515
11  Iðnaðarráðuneyti,11375,Jöfnun kostnaðar við dreifingu raforku,115775365
11  Iðnaðarráðuneyti,11399,Ýmis orkumál,3804251
11  Iðnaðarráðuneyti,11401,Byggðaáætlun,19207800
11  Iðnaðarráðuneyti,11411,Byggðastofnun,77175000
11  Iðnaðarráðuneyti,11501,Ferðamálastofa,97816663
11  Iðnaðarráðuneyti,11511,Framkvæmdasjóður ferðamannastaða,22100000
11  Iðnaðarráðuneyti,11599,Ýmis ferðamál,85682960
12  Efnahags- og viðskiptaráðuneyti,12101,"Efnahags- og viðskiptaráðuneyti, aðalskrifstofa",71398851
12  Efnahags- og viðskiptaráðuneyti,12190,Ýmis verkefni,35206998
12  Efnahags- og viðskiptaráðuneyti,12199,Ráðstöfunarfé,0
12  Efnahags- og viðskiptaráðuneyti,12402,Fjármálaeftirlitið,398098180
12  Efnahags- og viðskiptaráðuneyti,12411,Samkeppniseftirlitið,81736810
12  Efnahags- og viðskiptaráðuneyti,12431,Einkaleyfastofan,51559444
12  Efnahags- og viðskiptaráðuneyti,12501,Hagstofa Íslands,226440797
12  Efnahags- og viðskiptaráðuneyti,12811,Flutningssjóður olíuvara,107503000
12  Efnahags- og viðskiptaráðuneyti,12831,Jöfnun flutningskostnaðar,0
14  Umhverfisráðuneyti,14101,"Umhverfisráðuneyti, aðalskrifstofa",81720320
14  Umhverfisráðuneyti,14190,Ýmis verkefni,90240673
14  Umhverfisráðuneyti,14199,Ráðstöfunarfé,0
14  Umhverfisráðuneyti,14202,Náttúrurannsóknastöðin við Mývatn,5051550
14  Umhverfisráðuneyti,14211,Umhverfisstofnun,178082164
14  Umhverfisráðuneyti,14212,Vatnajökulsþjóðgarður,57330460
14  Umhverfisráðuneyti,14231,Landgræðsla ríkisins,120783526
14  Umhverfisráðuneyti,14241,Skógrækt ríkisins,79480528
14  Umhverfisráðuneyti,14243,Hekluskógar,2471150
14  Umhverfisráðuneyti,14281,Styrkir til fráveitna sveitarfélaga,0
14  Umhverfisráðuneyti,14287,Úrvinnslusjóður,92271196
14  Umhverfisráðuneyti,14289,Endurvinnslan hf.,317623548
14  Umhverfisráðuneyti,14301,Skipulagsstofnun,48979847
14  Umhverfisráðuneyti,14303,Skipulagsmál sveitarfélaga,8474000
14  Umhverfisráðuneyti,14310,Landmælingar Íslands,67728132
14  Umhverfisráðuneyti,14320,Mannvirkjastofnun,85875724
14  Umhverfisráðuneyti,14381,Ofanflóðasjóður,35643362
14  Umhverfisráðuneyti,14401,Náttúrufræðistofnun Íslands,149782447
14  Umhverfisráðuneyti,14403,Náttúrustofur,30521000
14  Umhverfisráðuneyti,14407,Stofnun Vilhjálms Stefánssonar,-1010560
14  Umhverfisráðuneyti,14412,Veðurstofa Íslands,370856977
19  Fjármagnskostnaður,19801,Vaxtagjöld ríkissjóðs,18176707156
